timestamp,temperature_2m,relativehumidity_2m,precipitation,pressure_msl,windspeed_10m,winddirection_10m,boundary_layer_height,shortwave_radiation_sum,hour_of_day,day_of_week,month_of_year,is_weekend,co,no,no2,nox,o3,pm25,so2,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h
2025-10-04 23:00:00+00:00,14.9,83,0.2,1016.2,3.2,297,285.0,14.09,23,5,10,True,1.0,0.004,0.034,0.038,0.008,35.0,0.001,,,,
2025-10-04 23:00:00+00:00,14.9,83,0.2,1016.2,3.2,297,285.0,14.09,23,5,10,True,1.0,0.004,0.034,0.038,0.008,35.0,0.001,,,,
2025-10-04 23:00:00+00:00,14.9,83,0.2,1016.2,3.2,297,285.0,14.09,23,5,10,True,1.0,0.004,0.034,0.038,0.008,35.0,0.001,,,,
