timestamp,temperature_2m,relativehumidity_2m,precipitation,pressure_msl,windspeed_10m,winddirection_10m,boundary_layer_height,shortwave_radiation_sum,hour_of_day,day_of_week,month_of_year,is_weekend,co,no,no2,nox,o3,pm25,so2,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h
2025-10-04 22:00:00+00:00,16.3,91,0.0,1009.1,4.1,45,120.0,17.45,22,5,10,True,0.3,0.0002,0.0070999999999999995,0.0072,0.045,9.4,0.0,,,,
2025-10-04 22:00:00+00:00,16.3,91,0.0,1009.1,4.1,45,130.0,17.45,22,5,10,True,0.3,0.0002,0.0070999999999999995,0.0072,0.045,9.4,0.0,3.4,8.9,7.1,8.7
2025-10-04 22:00:00+00:00,16.3,91,0.0,1009.1,4.1,45,130.0,17.45,22,5,10,True,0.3,0.0002,0.0070999999999999995,0.0072,0.045,9.4,0.0,3.4,8.9,7.1,8.7
